reason,source,ID,Category,Question,Option A,Option B,Option C,Option D,Correct Answer
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,699,Receiving Leaders 2020-2023,Did Cooper Kupp win the receiving title in 2021?,No,Yes,Close,Second place,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,701,Notable Playoff Moments 2020-2023,Did the Tampa Bay Buccaneers face the Green Bay Packers in 2020?,Yes,No,Lost earlier,In Super Bowl,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,704,Notable Playoff Moments 2020-2023,Did the Kansas City Chiefs lose in the 2021 playoffs?,Yes,No,Made Super Bowl,Lost Super Bowl,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,705,Notable Playoff Moments 2020-2023,Did the Green Bay Packers win in 2021 playoffs?,No,Yes,Made Super Bowl,Won Super Bowl,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,706,Notable Playoff Moments 2020-2023,Did the San Francisco 49ers make it to Super Bowl LVI?,No,Yes,Lost earlier,Wild card,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,707,Notable Playoff Moments 2020-2023,Did the Kansas City Chiefs make the playoffs in 2022?,Yes,No,Wild card,1st seed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,708,Notable Playoff Moments 2020-2023,Did the Buffalo Bills make the playoffs in 2023?,Yes,No,Wild card,1st seed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,709,Notable Playoff Moments 2020-2023,Did the Dallas Cowboys make the playoffs in 2023?,Yes,No,Wild card,2nd seed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,710,Notable Playoff Moments 2020-2023,Did the Detroit Lions make the playoffs in 2023?,Yes,No,Wild card,1st seed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,713,Individual Milestone Records,Did any other player reach 600 career TDs through 2023?,No,Yes,One did,Two did,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,717,Individual Milestone Records,Did Tom Brady break Peyton Manning's record?,Yes,No,Tied,Almost,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,719,Individual Milestone Records,Did Aaron Rodgers set a completion percentage record?,Yes,No,Tied,Second place,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,731,Free Agency & Trades 2020-2023,Did Tom Brady sign with Tampa Bay in free agency?,Yes,No,Traded,Mid-season,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,733,Free Agency & Trades 2020-2023,Did Rob Gronkowski also sign with Tampa Bay?,Yes,No,Later joined,Different team,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,734,Free Agency & Trades 2020-2023,Did Matthew Stafford get traded?,Yes,No,Free agent,Released,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,737,Free Agency & Trades 2020-2023,Did Odell Beckham Jr. sign with the Rams?,Yes,No,Later joined,Different team,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,738,Free Agency & Trades 2020-2023,Did Christian McCaffrey get traded to the 49ers mid-season?,Yes,No,In offseason,Free agent,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,740,Free Agency & Trades 2020-2023,Did Tyreek Hill sign with Miami as a free agent?,Yes,No,Traded,Different team,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,741,Hall of Fame & Awards 2020-2023,Did Peyton Manning get inducted into the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,744,Hall of Fame & Awards 2020-2023,How many Super Bowls did Peyton Manning win?,2,1,3,0,2
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,745,Hall of Fame & Awards 2020-2023,Did John Elway get inducted into the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,747,Hall of Fame & Awards 2020-2023,How many Super Bowls did John Elway win?,2,1,3,0,2
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,748,Hall of Fame & Awards 2020-2023,Did Dan Marino ever win a Super Bowl?,No,Yes,Once,Twice,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,749,Hall of Fame & Awards 2020-2023,Is Dan Marino in the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,751,Offensive Legends 2020-2023,How many times did Davante Adams lead the league in receiving yards?,2,1,3,4,2
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,752,Offensive Legends 2020-2023,Did Robert Woods have a strong 2020 season?,Yes,No,Injured,Traded,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,755,Offensive Legends 2020-2023,Did Mike Evans lead the league in receiving yards in 2020?,No,Yes,Second place,Close,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,757,Offensive Legends 2020-2023,Did Rob Gronkowski catch passes in 2020?,Yes,No,Injured,Retired,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,758,Offensive Legends 2020-2023,Did Rob Gronkowski return to play with Tampa Bay?,Yes,No,2021,2022,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,767,Running Backs 2020-2023,Did Rashaad White have a good 2023 season?,Yes,No,Injured,Traded,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,768,Running Backs 2020-2023,Did D'Andre Swift lead the league in rushing yards in 2023?,No,Yes,Second place,Top 5,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,769,Running Backs 2020-2023,Did Derrick Henry play for any other team besides Tennessee?,Yes,No,Later,Different leagues,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,771,Defensive Backs 2020-2023,Did Jalen Ramsey play for the Rams in 2020?,Yes,No,Traded,Released,Yes
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,772,Defensive Backs 2020-2023,How many interceptions did Jalen Ramsey have in 2020?,3,2,4,1,3
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,773,Defensive Backs 2020-2023,Did Sauce Gardner have a strong rookie year?,Yes,No,Decent,Injured,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,776,Defensive Backs 2020-2023,Did Stephon Gilmore win DPOY in 2023?,No,Yes,Runner-up,Not eligible,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,777,Defensive Backs 2020-2023,Did Xavien Howard have a good 2023 season?,Yes,No,Injured,Below average,Yes
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,778,Defensive Backs 2020-2023,How many interceptions did Xavien Howard have in 2023?,8,6,10,5,8
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,779,Defensive Backs 2020-2023,Did Darrelle Revis get inducted into the Hall of Fame?,Yes,No,Eligible,Not yet,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,781,Defensive Line 2020-2023,Did Aaron Donald play in 2023?,No,Yes,Retired,Released,No
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,784,Defensive Line 2020-2023,How many Pro Bowls did Aaron Donald make?,8,7,9,6,8
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,785,Defensive Line 2020-2023,How many All-Pro selections did Aaron Donald have?,8,7,9,6,8
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,786,Defensive Line 2020-2023,Did Chris Jones win DPOY?,No,Yes,Runner-up,Not eligible,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,788,Defensive Line 2020-2023,Did J.J. Watt play in 2023?,No,Yes,Limited,Injured,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,791,Linebackers 2020-2023,Did Micah Parsons have a strong rookie season?,Yes,No,Decent,Injured,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,793,Linebackers 2020-2023,Did Bobby Wagner lead the league in tackles?,Yes,No,Close,Multiple years,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,795,Linebackers 2020-2023,Did Fred Warner have a good 2023 season?,Yes,No,Injured,Below average,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,797,Linebackers 2020-2023,Did Lavonte David win any awards in 2020-2023?,No,Yes,Pro Bowl,All-Pro,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,798,Linebackers 2020-2023,Did Ryan Kerrigan play in 2020-2023?,Yes,No,Limited,Retired,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,799,Linebackers 2020-2023,Did Ryan Kerrigan retire after 2023?,Yes,No,2024,Still playing,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,801,Special Teams & Kickers 2020-2023,Did Harrison Butker win any awards in 2021-2023?,No,Yes,Pro Bowl,All-Pro,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,803,Special Teams & Kickers 2020-2023,Did Justin Tucker retire recently?,Yes,No,2022,2024,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,806,Special Teams & Kickers 2020-2023,Is Justin Tucker in the Hall of Fame?,No,Yes,Eligible,Retired,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,807,Special Teams & Kickers 2020-2023,Did Matt Gay have a good 2022 season?,Yes,No,Average,Below average,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,809,Special Teams & Kickers 2020-2023,Did Greg Joseph win any awards?,No,Yes,Pro Bowl,All-Pro,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,811,Coaching Changes 2020-2023,Did Bruce Arians coach the Buccaneers in 2020-2021?,Yes,No,Partial,Not entire,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,812,Coaching Changes 2020-2023,Did Bruce Arians retire?,Yes,No,Take break,Changed teams,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,814,Coaching Changes 2020-2023,Did Todd Bowles win a Super Bowl?,Yes,No,Later won,Made it,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,815,Coaching Changes 2020-2023,Did Sean Payton coach the Broncos?,Yes,No,Later,Not yet,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,817,Coaching Changes 2020-2023,Did Jeff Saturday coach the Colts?,Yes,No,Interim,Briefly,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,818,Coaching Changes 2020-2023,Did the Colts have success under Jeff Saturday?,No,Yes,Minor,Some games,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,819,Coaching Changes 2020-2023,Did Jim Harbaugh coach the Chargers?,Yes,No,Later,Almost,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,821,Team Turnarounds,Did the Houston Texans have a turnaround in 2023?,Yes,No,Minor,Slight,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,823,Team Turnarounds,Did the Carolina Panthers have a turnaround?,No,Yes,2022,2021,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,824,Team Turnarounds,Did the Jacksonville Jaguars have a turnaround in 2023?,Yes,No,Minor,Slight,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,825,Team Turnarounds,Did Doug Pederson coach the Jaguars?,Yes,No,Later,Almost,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,826,Team Turnarounds,Did the Jaguars make the playoffs in 2023?,Yes,No,Wild card,Division,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,827,Team Turnarounds,Did the Indianapolis Colts improve in 2023?,No,Yes,Minor,Slightly,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,828,Team Turnarounds,Did the Tennessee Titans decline in 2023?,Yes,No,Slightly,Somewhat,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,829,Team Turnarounds,Did Mike Vrabel coach the Titans?,Yes,No,Previously,Will coach,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,830,Team Turnarounds,Did the Titans make the playoffs in 2023?,No,Yes,Wild card,Close,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,831,Comebacks & Close Games,Did the Chiefs have a comeback in Super Bowl LIV?,Yes,No,Led entire,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,833,Comebacks & Close Games,Did the Buccaneers dominate in Super Bowl LV?,Yes,No,Close game,Tied,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,834,Comebacks & Close Games,Was Super Bowl LVI close?,Yes,No,Very close,Blowout,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,835,Comebacks & Close Games,Did the Rams win Super Bowl LVI at home?,Yes,No,Neutral,Enemy territory,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,836,Comebacks & Close Games,Was Super Bowl LVII close?,Yes,No,Very close,Blowout,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,837,Comebacks & Close Games,Did the Eagles lead in Super Bowl LVII?,Yes,No,Tied,Not for long,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,838,Comebacks & Close Games,Was Super Bowl LVIII close?,Yes,No,Very close,Blowout,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,839,Comebacks & Close Games,Did the 49ers lead in the 4th quarter of Super Bowl LVIII?,Yes,No,Early 4th,Late 4th,Yes
Problematic answer,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,840,Comebacks & Close Games,How many field goals did the game go to in Super Bowl LVIII?,2,1,3,None,2
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,841,Record Breaking Performances,Did Aaron Rodgers break a TD-to-INT record in 2020?,Yes,No,Tied,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,843,Record Breaking Performances,Did Tom Brady break a passing yards record in 2021?,Yes,No,Tied,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,844,Record Breaking Performances,Did Christian McCaffrey break a receiving record for RBs?,Yes,No,Tied,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,846,Record Breaking Performances,Did Tyreek Hill break any records with Miami?,Yes,No,Tied,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,847,Record Breaking Performances,"Did Davante Adams have back-to-back 1,500+ yard seasons?",Yes,No,One year,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,848,Record Breaking Performances,Did Cooper Kupp have a historic season in 2021?,Yes,No,Decent,Average,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,849,Record Breaking Performances,Did Jonathan Taylor break any rushing records in 2021?,Yes,No,Tied,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,850,Record Breaking Performances,"Did Derrick Henry have 1,500+ rushing yards in 2020?",Yes,No,"1,450","1,400",Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,851,Playoff History 2020-2023,Did the Buccaneers win the NFC South in 2020?,Yes,No,Wild card,Missed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,852,Playoff History 2020-2023,Did the Buccaneers play as a wild card in 2020?,No,Yes,Division winner,1 seed,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,854,Playoff History 2020-2023,Did the Ravens win the AFC North in 2021?,No,Yes,Wild card,Missed,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,855,Playoff History 2020-2023,Did the Steelers win the AFC North in 2021?,Yes,No,Wild card,Missed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,856,Playoff History 2020-2023,Did the Cowboys win the NFC East in 2022?,No,Yes,Wild card,Missed,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,857,Playoff History 2020-2023,Did the Eagles win the NFC East in 2022?,Yes,No,Wild card,Missed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,858,Playoff History 2020-2023,Did the 49ers win the NFC West in 2023?,Yes,No,Wild card,Missed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,859,Playoff History 2020-2023,Did the Lions win the NFC North in 2023?,Yes,No,Wild card,Missed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,860,Playoff History 2020-2023,Did the Ravens make the playoffs in 2023?,Yes,No,Wild card,Missed,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,862,Performance Metrics 2020-2023,Did the Pittsburgh Steelers have the top defense in 2020?,Yes,No,Second,Top 3,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,870,Performance Metrics 2020-2023,Did any team have both top offense and defense?,Yes,No,Once,Multiple times,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,871,Unanimous Picks & MVPs,Was Lamar Jackson a unanimous MVP in 2019?,Yes,No,Nearly,Close,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,872,Unanimous Picks & MVPs,Was Aaron Rodgers unanimous MVP in 2020?,No,Yes,Nearly,Close,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,873,Unanimous Picks & MVPs,Was Tom Brady unanimous MVP in 2021?,No,Yes,Nearly,Close,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,874,Unanimous Picks & MVPs,Was Patrick Mahomes unanimous MVP in 2022?,No,Yes,Nearly,Close,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,875,Unanimous Picks & MVPs,Was Lamar Jackson nearly unanimous in 2023?,Yes,No,One vote,Tied,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,877,Unanimous Picks & MVPs,Did Josh Allen ever win MVP?,No,Yes,2019,2023,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,878,Unanimous Picks & MVPs,Did Jalen Hurts ever win MVP?,No,Yes,2022,Close,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,879,Unanimous Picks & MVPs,Has any QB won back-to-back MVPs recently?,No,Yes,Different positions,Rare,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,880,Unanimous Picks & MVPs,Did Lamar Jackson win back-to-back MVPs?,No,Yes,2019 & 2024,Different years,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,881,Injury-Impacted Seasons,Did Chris Carson miss significant time?,Yes,No,One game,Minor,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,882,Injury-Impacted Seasons,Did Raheem Mostert have injury issues?,Yes,No,Missed one game,Minor,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,883,Injury-Impacted Seasons,Did Elijah Mitchell have injury problems?,Yes,No,One year,Minor,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,884,Injury-Impacted Seasons,Did Alvin Kamara stay healthy?,No,Yes,Missed games,Mostly,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,885,Injury-Impacted Seasons,Did Chris Godwin return from injury?,Yes,No,Partially,Late season,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,886,Injury-Impacted Seasons,Did Rob Gronkowski recover from injury?,Yes,No,Partially,Not completely,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,887,Injury-Impacted Seasons,Did Deshaun Watson miss games?,Yes,No,Started late,Suspended,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,888,Injury-Impacted Seasons,Did Tua Tagovailoa have injury issues?,Yes,No,One game,Minor,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,889,Injury-Impacted Seasons,Did Josh Allen stay healthy?,Yes,No,Minor issues,Some games,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,890,Injury-Impacted Seasons,Did Patrick Mahomes play most games?,Yes,No,Missed few,Minor issues,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,893,Notable Transactions & Signings,Did Antonio Brown play for Tampa Bay?,Yes,No,Briefly,Didn't sign,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,894,Notable Transactions & Signings,Did Antonio Brown finish the 2020 season?,No,Yes,Mid-game quit,Released,No
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,895,Notable Transactions & Signings,Did Leonard Fournette sign with the Buccaneers?,Yes,No,Traded,Drafted,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,896,Notable Transactions & Signings,Did Leonard Fournette score in the Super Bowl?,Yes,No,Multiple,One TD,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,897,Notable Transactions & Signings,Did Jarrett Stidham play for the Patriots?,Yes,No,Briefly,Didn't sign,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,898,Notable Transactions & Signings,Did Trey Lance get traded?,Yes,No,Multiple times,Once,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,899,Notable Transactions & Signings,Did the 49ers acquire Elijah Mitchell?,Yes,No,Traded for,Draft,Yes
Contains Yes/No options,.kiro/specs/vortex-arena-map/nfl_trivia_500_questions_part2.csv,900,Notable Transactions & Signings,Did the Eagles add aggressive trades in 2023?,No,Yes,One trade,Minor,No
Problematic answer,rewritten,159,Team Records & Standings,Who won at least 10 games?,all,Dak Prescott,Patrick Surtain II,Joe Burrow,all
Problematic answer,rewritten,183,Team Achievements 2024,Which team qualified for the 2024 playoffs?,Los Angeles Rams and Chargers both,Indianapolis Colts,New York Giants,Buffalo Bills,Los Angeles Rams and Chargers both
Problematic answer,rewritten,393,Trivia & Fun Facts,Who won Super Bowls?,Joe Namath and Joe Montana both,Dak Prescott,Patrick Surtain II,Joe Burrow,Joe Namath and Joe Montana both
